TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	青森	02	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮城	04	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福島	07	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山梨	19	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長野	20	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岐阜	21	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	静岡	22	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛知	23	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	三重	24	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	滋賀	25	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	京都	26	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大阪	27	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	兵庫	28	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	奈良	29	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	和歌山	30	0	2	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鳥取	31	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	島根	32	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岡山	33	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	広島	34	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山口	35	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	徳島	36	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	香川	37	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛媛	38	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	高知	39	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福岡	40	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	佐賀	41	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長崎	42	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	熊本	43	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大分	44	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮崎	45	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鹿児島	46	0	1	
TO_DATE('2020/03/05 00:00:00,'yyyy/mm/dd hh24:mi:ss')	沖縄	47	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	北海道	01	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	青森	02	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岩手	03	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮城	04	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	秋田	05	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山形	06	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福島	07	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	新潟	15	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	富山	16	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	石川	17	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福井	18	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山梨	19	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長野	20	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岐阜	21	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	静岡	22	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛知	23	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	三重	24	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	滋賀	25	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	京都	26	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大阪	27	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	兵庫	28	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	奈良	29	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	和歌山	30	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鳥取	31	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	島根	32	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岡山	33	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	広島	34	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山口	35	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	徳島	36	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	香川	37	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛媛	38	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	高知	39	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福岡	40	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	佐賀	41	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長崎	42	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	熊本	43	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大分	44	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮崎	45	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鹿児島	46	0	1	
TO_DATE('2020/03/06 00:00:00,'yyyy/mm/dd hh24:mi:ss')	沖縄	47	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	青森	02	0	2	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮城	04	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福島	07	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山梨	19	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長野	20	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岐阜	21	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	静岡	22	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛知	23	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	三重	24	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	滋賀	25	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	京都	26	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大阪	27	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	兵庫	28	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	奈良	29	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	和歌山	30	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鳥取	31	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	島根	32	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岡山	33	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	広島	34	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山口	35	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	徳島	36	0	2	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	香川	37	0	2	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛媛	38	0	2	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	高知	39	0	2	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福岡	40	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	佐賀	41	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長崎	42	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	熊本	43	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大分	44	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮崎	45	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鹿児島	46	0	1	
TO_DATE('2020/03/18 00:00:00,'yyyy/mm/dd hh24:mi:ss')	沖縄	47	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	北海道	01	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	青森	02	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岩手	03	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮城	04	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	秋田	05	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山形	06	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福島	07	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	新潟	15	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	富山	16	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	石川	17	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福井	18	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山梨	19	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長野	20	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岐阜	21	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	静岡	22	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛知	23	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	三重	24	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	滋賀	25	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	京都	26	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大阪	27	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	兵庫	28	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	奈良	29	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	和歌山	30	0	2	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鳥取	31	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	島根	32	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	岡山	33	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	広島	34	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	山口	35	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	徳島	36	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	香川	37	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	愛媛	38	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	高知	39	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	福岡	40	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	佐賀	41	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	長崎	42	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	熊本	43	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	大分	44	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	宮崎	45	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	鹿児島	46	0	1	
TO_DATE('2020/03/19 00:00:00,'yyyy/mm/dd hh24:mi:ss')	沖縄	47	0	1	
